"ID Caso","ID Caso Relacionado","Año","Mes","Día","Código DANE de Municipio","Municipio","Departamento","Región","Modalidad","Presunto Responsable","Descripción Presunto Responsable","Abandono o Despojo Forzado de Tierras","Amenaza o Intimidación","Ataque Contra Misión Médica","Confinamiento o Restricción a la Movilidad","Desplazamiento Forzado","Extorsión","Lesionados Civiles","Pillaje","Tortura","Violencia Basada en Género","Otro Hecho Simultáneo","Total de Víctimas del Caso","Tipo de Armas","latitud-longitud"
"288,597","CR004890","1,979","12","2","50711","VISTAHERMOSA","META","ARIARI GUAYABERO","ASALTO","GUERRILLA","FARC","0","0","0","0","0","0","2","0","0",,,"7","ARMA DE FUEGO","POINT (-73.66652234 2.811616698)"
"288,598","CR004893","1,980","6","13","50683","SAN JUAN DE ARAMA","META","ARIARI GUAYABERO","ASALTO","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"4","ARMA DE FUEGO","POINT (-73.81635243 3.289851171)"
"288,599",,"1,980","8","31","27073","BAGADO","CHOCO","ATRATO","ATAQUE INDISCRIMINADO","AGENTE DEL ESTADO","POLICÍA NACIONAL","0","0","0","0","0","0","0","0","0",,,"5","ARMA DE FUEGO","POINT (-76.19796906 5.503119772)"
"288,600",,"1,980","10","7","18592","PUERTO RICO","CAQUETA","CAGUAN","RETENCIÓN/EJECUCIÓN","GUERRILLA","FARC","0","0","0","0","0","0","1","0","0",,,"7","ARMA DE FUEGO","POINT (-75.07308627 2.018940891)"
"288,601",,"1,980","10","24","81794","TAME","ARAUCA","SARARE","FALSO POSITIVO","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","0","0","0","0","0","0","0","0","0",,,"5","ARMA DE FUEGO","POINT (-71.79178647 6.390650479)"
"288,602","CR004894","1,980","12","19","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","ASALTO","GUERRILLA","EPL","0","0","0","0","0","0","0","0","0",,,"7","ND","POINT (-75.95055079 8.584698016)"
"288,603",,"1,981","0","0","68190","CIMITARRA","SANTANDER","MAGDALENA MEDIO","DESCONOCIDA","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"5","ARMA DE FUEGO","POINT (-74.17030427 6.40972961)"
"288,604",,"1,981","1","6","68190","CIMITARRA","SANTANDER","MAGDALENA MEDIO","RETENCIÓN/EJECUCIÓN","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"4","ARMA DE FUEGO","POINT (-74.39629747 6.482577836)"
"288,605",,"1,981","1","10","68190","CIMITARRA","SANTANDER","MAGDALENA MEDIO","ASALTO","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"4","ARMA DE FUEGO","POINT (-74.39629747 6.482577836)"
"288,606",,"1,981","1","11","68001","BUCARAMANGA","SANTANDER","PROVINCIA DE SOTO","ATAQUE INDISCRIMINADO","AGENTE DEL ESTADO","POLICÍA NACIONAL","0","0","0","0","0","0","4","0","0",,,"4","ARMA DE FUEGO","POINT (-73.132582 7.116381)"
"288,607",,"1,981","1","15","66001","PEREIRA","RISARALDA","EJE CAFETERO","DESCONOCIDA","GRUPO PARAMILITAR","OTRO","0","0","0","0","0","0","0","0","1",,,"7","ARMA DE FUEGO","POINT (-75.79579093 4.803662773)"
"288,608",,"1,981","1","16","50330","MESETAS","META","ARIARI GUAYABERO","ASALTO","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"4","ARMA DE FUEGO","POINT (-74.12454824 3.154771201)"
"288,609",,"1,981","1","24","85430","TRINIDAD","CASANARE","LLANOS ORIENTALES","RUTA","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"5","ND","POINT (-71.6633409 5.412214716)"
"288,610",,"1,981","2","5","19698","SANTANDER DE QUILICHAO","CAUCA","NORTE DEL CAUCA","ASALTO","GUERRILLA","FARC","0","0","0","0","0","0","0","0","7",,,"7","ARMA DE FUEGO","POINT (-76.49873145 2.984467338)"
"288,611",,"1,981","3","9","54398","LA PLAYA","NORTE DE SANTANDER","CATATUMBO","ASALTO","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","0","0","0","0","0","0","0","0","0",,,"7","ARMA DE FUEGO","POINT (-73.18789327 8.256757875)"
"288,612",,"1,981","3","15","68320","GUADALUPE","SANTANDER","PROVINCIA COMUNERA","RUTA","GUERRILLA","FARC","0","1","0","0","0","0","0","1","0",,,"10","ARMA DE FUEGO","POINT (-73.419292 6.245847)"
"288,613",,"1,981","3","18","19364","JAMBALO","CAUCA","NORTE DEL CAUCA","DESCONOCIDA","GRUPO PARAMILITAR","NO IDENTIFICADO","0","0","0","0","0","0","0","0","0",,,"4","ND","POINT (-76.31124919 2.84981013)"
"288,614",,"1,981","3","27","18247","EL DONCELLO","CAQUETA","FLORENCIA Y AREA DE INFLUENCIA","RETENCIÓN/EJECUCIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","0","0","0","0","0","0","0","0","0",,,"4","ARMA DE FUEGO","POINT (-75.26878109 1.713734697)"
"288,615",,"1,981","7","15","18094","BELEN DE LOS ANDAQUIES","CAQUETA","FLORENCIA Y AREA DE INFLUENCIA","FALSO POSITIVO","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","0","1","0","0","0","0","0","0","1",,,"5","ARMA CORTO PUNZANTE - ARMA DE FUEGO - OBJETO CONTUNDENTE","POINT (-75.90947504 1.536174657)"
"288,616",,"1,981","10","0","05000","SIN INFORMACION","ANTIOQUIA",,"DESCONOCIDA","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"4","ND","POINT (-75.50455704 6.702032125)"
"288,617",,"1,981","10","12","05480","MUTATA","ANTIOQUIA","URABA","DESCONOCIDA","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"4","ARMA DE FUEGO","POINT (-76.55666008 7.277827327)"
"288,618",,"1,981","10","19","15572","PUERTO BOYACA","BOYACA","MAGDALENA MEDIO","ASALTO","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"5","ARMA DE FUEGO","POINT (-74.33998965 5.836379075)"
"288,619",,"1,981","10","19","05154","CAUCASIA","ANTIOQUIA","BAJO CAUCA ANTIOQUEÑO","ASALTO","GUERRILLA","ELN","0","0","0","0","0","0","0","0","0",,,"6","ARMA DE FUEGO","POINT (-74.92855846 7.802363506)"
"288,620",,"1,981","10","23","05756","SONSON","ANTIOQUIA","ORIENTE ANTIOQUEÑO","REUNIÓN PÚBLICA","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"8","ARMA DE FUEGO","POINT (-74.82807326 5.837681474)"
"288,621",,"1,981","10","25","15572","PUERTO BOYACA","BOYACA","MAGDALENA MEDIO","ATENTADO","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","0","0","0","0","0","0","4","0","0",,,"4","ARMA DE FUEGO - ARTEFACTO EXPLOSIVO","POINT (-74.4528581 5.953466654)"
"288,622",,"1,981","11","0","68190","CIMITARRA","SANTANDER","MAGDALENA MEDIO","DESCONOCIDA","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"4","ND","POINT (-74.10096475 6.51892182)"
"288,623",,"1,981","12","5","18785","SOLITA","CAQUETA","AMAZONIA SUR-ORIENTAL","RETENCIÓN/EJECUCIÓN","GRUPO ARMADO NO IDENTIFICADO","NO APLICA","0","0","0","0","0","0","0","0","1",,,"4","ARMA DE FUEGO","POINT (-75.64668544 0.943939454)"
"288,624",,"1,981","12","12","68720","SANTA HELENA DEL OPON","SANTANDER","MAGDALENA MEDIO","RUTA","GUERRILLA","FARC","0","0","0","0","0","0","0","0","1",,,"12","ARMA DE FUEGO","POINT (-73.58206609 6.40890734)"
"288,625",,"1,982","1","6","13670","SAN PABLO","BOLIVAR","MAGDALENA MEDIO","FALSO POSITIVO","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","0","0","0","0","0","0","0","0","0",,,"4","ARMA DE FUEGO","POINT (-74.01609994 7.602949577)"
"288,626",,"1,982","1","8","23001","MONTERIA","CORDOBA","ALTO SINU Y SAN JORGE","ASALTO","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"7","ARMA DE FUEGO","POINT (-75.95055079 8.584698016)"
"288,627",,"1,982","1","22","19137","CALDONO","CAUCA","NORTE DEL CAUCA","ASALTO","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","0","0","0","0","0","0","7","0","0",,,"4","ARMA DE FUEGO","POINT (-76.42719377 2.803845691)"
"288,628",,"1,982","3","24","05854","VALDIVIA","ANTIOQUIA","NORTE DE ANTIOQUIA","ASALTO","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","0","0","0","0","0","0","0","0","0",,,"5","ARMA DE FUEGO","POINT (-75.38742079 7.294917897)"
"288,629",,"1,982","4","2","25885","YACOPI","CUNDINAMARCA","MAGDALENA MEDIO","FALSO POSITIVO","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","0","0","0","0","0","0","0","1","1",,,"6","ARMA DE FUEGO","POINT (-74.36480865 5.591910157)"
"288,630",,"1,982","4","18","68720","SANTA HELENA DEL OPON","SANTANDER","MAGDALENA MEDIO","DESCONOCIDA","GRUPO PARAMILITAR","NO IDENTIFICADO","0","0","0","0","0","0","0","0","0",,,"4","ARMA DE FUEGO","POINT (-73.58206609 6.40890734)"
"288,631",,"1,982","5","29","15572","PUERTO BOYACA","BOYACA","MAGDALENA MEDIO","DESCONOCIDA","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","0","0","0","0","0","0","0","0","0",,"OCULTAMIENTO DE CADAVER","9","ND","POINT (-74.4528581 5.953466654)"
"288,632",,"1,982","6","14","15572","PUERTO BOYACA","BOYACA","MAGDALENA MEDIO","RETENCIÓN/EJECUCIÓN","GRUPO PARAMILITAR","NO IDENTIFICADO","0","0","0","0","0","0","0","0","0",,,"14","ARMA DE FUEGO","POINT (-74.4528581 5.953466654)"
"288,633",,"1,982","6","15","15572","PUERTO BOYACA","BOYACA","MAGDALENA MEDIO","RETENCIÓN/EJECUCIÓN","GRUPO PARAMILITAR","NO IDENTIFICADO","0","0","0","0","0","0","0","0","0",,,"9","ARMA CORTO PUNZANTE - ARMA DE FUEGO","POINT (-74.33998965 5.836379075)"
"288,634",,"1,982","6","25","68101","BOLIVAR","SANTANDER","MAGDALENA MEDIO","DESCONOCIDA","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"5","ARMA DE FUEGO","POINT (-73.92065703 6.181715586)"
"288,635",,"1,982","7","18","05604","REMEDIOS","ANTIOQUIA","NORDESTE ANTIOQUEÑO","FALSO POSITIVO","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","0","0","0","0","0","0","0","0","0",,"ESTIGMATIZACIÓN - SEÑALAMIENTO","8","ARMA DE FUEGO","POINT (-74.5917374 7.174529373)"
"288,637",,"1,982","7","29","68190","CIMITARRA","SANTANDER","MAGDALENA MEDIO","RETENCIÓN/EJECUCIÓN","GRUPO PARAMILITAR","MUERTE A SECUESTRADORES (MAS)","0","0","0","0","0","0","0","0","0",,,"9","ARMA DE FUEGO","POINT (-74.39629747 6.482577836)"
"288,638","CR004904","1,982","8","5","05031","AMALFI","ANTIOQUIA","NORDESTE ANTIOQUEÑO","INCURSIÓN","GRUPO PARAMILITAR","OTRO","0","0","0","0","0","0","0","0","8",,,"8","ARMA CORTO PUNZANTE - ARMA DE FUEGO","POINT (-74.9812393 6.977788843)"
"288,639",,"1,982","8","24","05495","NECHI","ANTIOQUIA","LA MOJANA","ASALTO","GRUPO PARAMILITAR","NO IDENTIFICADO","0","0","0","0","0","0","0","0","1",,,"4","ARMA DE FUEGO","POINT (-74.65844186 7.983477394)"
"288,640",,"1,982","8","20","68190","CIMITARRA","SANTANDER","MAGDALENA MEDIO","DESCONOCIDA","GRUPO PARAMILITAR","MUERTE A SECUESTRADORES (MAS)","0","0","0","0","0","0","0","0","0",,,"6","ARMA DE FUEGO","POINT (-74.17030427 6.40972961)"
"288,641",,"1,982","9","17","05197","COCORNA","ANTIOQUIA","ORIENTE ANTIOQUEÑO","RETENCIÓN/EJECUCIÓN","GRUPO PARAMILITAR","MUERTE A SECUESTRADORES (MAS)","0","0","0","0","0","0","0","0","0",,,"5","ARMA DE FUEGO","POINT (-75.185483 6.058295)"
"288,642",,"1,982","10","11","05579","PUERTO BERRIO","ANTIOQUIA","MAGDALENA MEDIO","DESCONOCIDA","GRUPO PARAMILITAR","MUERTE A SECUESTRADORES (MAS)","0","0","0","0","0","0","0","0","0",,,"4","ARMA DE FUEGO","POINT (-74.5287421 6.481922267)"
"288,643",,"1,982","10","15","05585","PUERTO NARE","ANTIOQUIA","MAGDALENA MEDIO","INCURSIÓN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","0","0","0","0","0","0","0","1","1",,"OCULTAMIENTO DE CADÁVER","7","ARMA DE FUEGO","POINT (-74.583012 6.186025)"
"288,644",,"1,982","10","19","19364","JAMBALO","CAUCA","NORTE DEL CAUCA","DESCONOCIDA","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"5","ARMA DE FUEGO","POINT (-76.31124919 2.84981013)"
"288,645",,"1,982","10","25","68101","BOLIVAR","SANTANDER","MAGDALENA MEDIO","ATAQUE INDISCRIMINADO","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","0","0","0","0","0","0","0","0","0",,,"4","ARMA DE FUEGO - ARTEFACTO EXPLOSIVO","POINT (-73.92065703 6.181715586)"
"288,646",,"1,982","11","8","05837","TURBO","ANTIOQUIA","URABA","DESCONOCIDA","GUERRILLA","EPL","0","0","0","0","0","0","0","0","0",,,"4","ARMA DE FUEGO","POINT (-76.65853768 8.066060266)"
"288,647",,"1,982","11","9","05659","SAN JUAN DE URABA","ANTIOQUIA","URABA","DESCONOCIDA","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"4","ND","POINT (-76.53248234 8.707141583)"
"288,648",,"1,982","11","19","19364","JAMBALO","CAUCA","NORTE DEL CAUCA","RETENCIÓN/EJECUCIÓN","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"5","ND","POINT (-76.31124919 2.84981013)"
"288,649",,"1,983","1","3","68720","SANTA HELENA DEL OPON","SANTANDER","MAGDALENA MEDIO","ASALTO","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","0","0","0","0","0","0","0","0","0",,,"5","ARMA DE FUEGO","POINT (-73.58206609 6.40890734)"
"288,650",,"1,983","1","3","05579","PUERTO BERRIO","ANTIOQUIA","MAGDALENA MEDIO","DESCONOCIDA","GRUPO PARAMILITAR","NO IDENTIFICADO","0","0","0","0","0","0","0","0","1",,,"4","ND","POINT (-74.5287421 6.481922267)"
"288,651",,"1,983","2","2","68190","CIMITARRA","SANTANDER","MAGDALENA MEDIO","DESCONOCIDA","GRUPO PARAMILITAR","NO IDENTIFICADO","0","0","0","0","0","0","0","0","1",,,"4","ARMA DE FUEGO","POINT (-74.17030427 6.40972961)"
"288,654",,"1,983","2","11","68655","SABANA DE TORRES","SANTANDER","MAGDALENA MEDIO","RETENCIÓN/EJECUCIÓN","GRUPO PARAMILITAR","NO IDENTIFICADO","0","0","0","0","0","0","0","0","11",,,"11","ARMA DE FUEGO","POINT (-73.57131807 7.4065422)"
"288,655",,"1,983","2","13","95015","CALAMAR","GUAVIARE","ARIARI GUAYABERO","FALSO POSITIVO","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","0","0","0","0","0","0","0","0","7",,,"7","ARMA DE FUEGO","POINT (-72.655197 1.960982)"
"288,656",,"1,983","2","21","19142","CALOTO","CAUCA","NORTE DEL CAUCA","INCURSIÓN","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"4","ARMA DE FUEGO","POINT (-76.32127977 3.062875557)"
"288,657",,"1,983","3","1","05042","SANTA FE DE ANTIOQUIA","ANTIOQUIA","OCCIDENTE ANTIOQUEÑO","DESCONOCIDA","GRUPO ARMADO NO IDENTIFICADO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"6","ND","POINT (-75.90426658 6.535711576)"
"288,658",,"1,983","3","17","05579","PUERTO BERRIO","ANTIOQUIA","MAGDALENA MEDIO","RETENCIÓN/EJECUCIÓN","GRUPO PARAMILITAR","NO IDENTIFICADO","0","0","0","0","0","0","0","0","2",,,"4","ARMA DE FUEGO","POINT (-74.5287421 6.481922267)"
"288,659",,"1,983","4","5","15507","OTANCHE","BOYACA","ALTIPLANO CUNDIBOYACENSE","DESCONOCIDA","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"4","ARMA DE FUEGO","POINT (-74.19719423 5.753787787)"
"288,660",,"1,983","4","8","05001","MEDELLIN","ANTIOQUIA","VALLE DE ABURRA","DESCONOCIDA","GRUPO PARAMILITAR","OTRO","0","0","0","0","0","0","0","0","0",,,"5","ARMA DE FUEGO","POINT (-75.61103107 6.257590259)"
"288,661",,"1,983","4","18","23855","VALENCIA","CORDOBA","URABA","DESCONOCIDA","GRUPO PARAMILITAR","NO IDENTIFICADO","0","0","0","0","0","0","0","0","0",,,"4","ND","POINT (-76.2213286 8.219904128)"
"288,662",,"1,983","4","25","68190","CIMITARRA","SANTANDER","MAGDALENA MEDIO","DESCONOCIDA","GRUPO PARAMILITAR","MUERTE A SECUESTRADORES (MAS)","0","0","0","0","0","0","0","0","0",,,"5","ND","POINT (-74.17030427 6.40972961)"
"288,663",,"1,983","4","27","68190","CIMITARRA","SANTANDER","MAGDALENA MEDIO","ASALTO","GRUPO PARAMILITAR","NO IDENTIFICADO","0","0","0","0","0","0","0","0","0",,,"6","ARMA DE FUEGO","POINT (-74.17030427 6.40972961)"
"288,664",,"1,983","5","11","68190","CIMITARRA","SANTANDER","MAGDALENA MEDIO","RETENCIÓN/EJECUCIÓN","GRUPO PARAMILITAR","MUERTE A SECUESTRADORES (MAS)","0","0","0","0","0","0","0","0","0",,,"4","ND","POINT (-74.39629747 6.482577836)"
"288,665",,"1,983","5","17","68190","CIMITARRA","SANTANDER","MAGDALENA MEDIO","ASALTO","GRUPO PARAMILITAR","MUERTE A SECUESTRADORES (MAS)","0","0","0","0","0","0","0","0","0",,,"9","ARMA DE FUEGO","POINT (-74.233684 6.47308)"
"288,666",,"1,983","5","18","05579","PUERTO BERRIO","ANTIOQUIA","MAGDALENA MEDIO","RETENCIÓN/EJECUCIÓN","GRUPO PARAMILITAR","NO IDENTIFICADO","0","0","0","0","0","0","0","0","0",,,"5","ARMA DE FUEGO","POINT (-74.5287421 6.481922267)"
"288,667",,"1,983","5","20","68190","CIMITARRA","SANTANDER","MAGDALENA MEDIO","RETENCIÓN/EJECUCIÓN","GRUPO PARAMILITAR","MUERTE A SECUESTRADORES (MAS)","0","0","0","0","0","0","0","0","0",,,"5","ND","POINT (-74.17030427 6.40972961)"
"288,668",,"1,983","5","23","05591","PUERTO TRIUNFO","ANTIOQUIA","MAGDALENA MEDIO","DESCONOCIDA","AGENTE DEL ESTADO","POLICÍA NACIONAL","0","0","0","0","0","0","0","0","0",,,"5","ARMA DE FUEGO","POINT (-74.6861918 5.954830151)"
"288,669",,"1,983","5","24","68190","CIMITARRA","SANTANDER","MAGDALENA MEDIO","INCURSIÓN","GRUPO PARAMILITAR","NO IDENTIFICADO","0","0","0","0","0","0","0","1","0",,,"5","ARMA DE FUEGO","POINT (-74.39629747 6.482577836)"
"288,671",,"1,983","6","17","15572","PUERTO BOYACA","BOYACA","MAGDALENA MEDIO","ASALTO","GRUPO PARAMILITAR","NO IDENTIFICADO","0","0","0","0","0","0","0","0","0",,,"9","ND","POINT (-74.4528581 5.953466654)"
"288,673",,"1,983","6","18","15507","OTANCHE","BOYACA","ALTIPLANO CUNDIBOYACENSE","REUNIÓN PÚBLICA","GRUPO ARMADO NO DIRIMIDO","NO APLICA","0","0","0","0","1","0","0","0","6",,,"7","ARMA CORTO PUNZANTE - ARMA DE FUEGO","POINT (-74.20572111 5.728665005)"
"288,674",,"1,983","6","19","68190","CIMITARRA","SANTANDER","MAGDALENA MEDIO","RETENCIÓN/EJECUCIÓN","GRUPO PARAMILITAR","MUERTE A SECUESTRADORES (MAS)","0","0","0","0","0","0","0","0","0",,,"5","ND","POINT (-73.953011 6.320886)"
"288,676","CR004911","1,983","6","21","68190","CIMITARRA","SANTANDER","MAGDALENA MEDIO","INCURSIÓN","AGENTE DEL ESTADO - GRUPO PARAMILITAR","NO APLICA","1","1","0","0","0","0","0","0","0",,"OCULTAMIENTO DE CADÁVER","4","ARMA DE FUEGO","POINT (-74.39629747 6.482577836)"
"288,677",,"1,983","6","23","05579","PUERTO BERRIO","ANTIOQUIA","MAGDALENA MEDIO","DESCONOCIDA","GRUPO PARAMILITAR","MUERTE A SECUESTRADORES (MAS)","0","0","0","0","0","0","0","0","0",,,"5","ARMA DE FUEGO","POINT (-74.5287421 6.481922267)"
"288,678",,"1,983","7","7","05631","SABANETA","ANTIOQUIA","VALLE DE ABURRA","DESCONOCIDA","GRUPO PARAMILITAR","OTRO","0","0","0","0","0","0","0","0","1",,,"5","ARMA DE FUEGO","POINT (-75.60880599 6.138305183)"
"288,679","CR004912","1,983","7","9","05690","SANTO DOMINGO","ANTIOQUIA","NORDESTE ANTIOQUEÑO","DESCONOCIDA","GRUPO ARMADO NO IDENTIFICADO","NO APLICA","0","0","0","0","0","0","0","0","0",,,"4","ARMA CORTO PUNZANTE","POINT (-75.14260097 6.481044132)"
"288,680",,"1,983","7","9","05579","PUERTO BERRIO","ANTIOQUIA","MAGDALENA MEDIO","DESCONOCIDA","GRUPO PARAMILITAR","MUERTE A SECUESTRADORES (MAS)","0","0","0","0","0","0","0","0","0",,,"12","ND","POINT (-74.5287421 6.481922267)"
"288,681",,"1,983","7","13","68190","CIMITARRA","SANTANDER","MAGDALENA MEDIO","RETENCIÓN/EJECUCIÓN","GRUPO PARAMILITAR","NO IDENTIFICADO","0","0","0","0","0","0","0","0","1",,,"12","ARMA DE FUEGO","POINT (-74.17030427 6.40972961)"
"288,683",,"1,983","7","21","68190","CIMITARRA","SANTANDER","MAGDALENA MEDIO","DESCONOCIDA","GRUPO PARAMILITAR","OTRO","0","0","0","0","0","0","0","0","8",,,"8","ARMA DE FUEGO","POINT (-74.17030427 6.40972961)"
"288,684",,"1,983","7","21","68190","CIMITARRA","SANTANDER","MAGDALENA MEDIO","DESCONOCIDA","GRUPO PARAMILITAR","OTRO","0","1","0","0","0","0","0","0","0",,,"8","ND","POINT (-74.17030427 6.40972961)"
"288,686",,"1,983","7","26","05480","MUTATA","ANTIOQUIA","URABA","ASALTO","GUERRILLA","NO IDENTIFICADA","0","0","0","0","0","0","0","0","0",,,"4","ARMA CORTO PUNZANTE - ARMA DE FUEGO","POINT (-76.55666008 7.277827327)"
"288,688",,"1,983","8","8","68190","CIMITARRA","SANTANDER","MAGDALENA MEDIO","FALSO POSITIVO","AGENTE DEL ESTADO - GRUPO PARAMILITAR","NO APLICA","0","0","0","0","0","0","0","0","0",,,"16","ARMA DE FUEGO","POINT (-74.17030427 6.40972961)"
"288,689",,"1,983","8","16","05045","APARTADO","ANTIOQUIA","URABA","ASALTO","GRUPO PARAMILITAR","NO IDENTIFICADO","0","0","0","0","0","0","0","0","0",,,"4","ARMA DE FUEGO","POINT (-76.56244473 7.883803068)"
"288,690",,"1,983","8","29","20013","AGUSTIN CODAZZI","CESAR","SERRANIA DEL PERIJA","DESCONOCIDA","GRUPO PARAMILITAR","NO IDENTIFICADO","0","0","0","0","0","0","0","0","0",,,"4","ARMA DE FUEGO","POINT (-73.22358244 9.949215908)"
"288,691",,"1,983","9","1","05591","PUERTO TRIUNFO","ANTIOQUIA","MAGDALENA MEDIO","DESCONOCIDA","AGENTE DEL ESTADO","POLICÍA NACIONAL","0","0","0","0","0","0","0","0","0",,,"4","ND","POINT (-74.6861918 5.954830151)"
"288,692","CR2017288692","1,983","10","2","15572","PUERTO BOYACA","BOYACA","MAGDALENA MEDIO","REUNIÓN PÚBLICA","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"6","ARMA DE FUEGO","POINT (-74.33998965 5.836379075)"
"288,693",,"1,983","10","24","68190","CIMITARRA","SANTANDER","MAGDALENA MEDIO","RUTA","GRUPO PARAMILITAR","NO IDENTIFICADO","0","0","0","0","0","0","1","0","0",,,"7","ARMA DE FUEGO","POINT (-74.17030427 6.40972961)"
"288,694",,"1,983","11","15","19743","SILVIA","CAUCA","NORTE DEL CAUCA","ASALTO","GUERRILLA","FARC","0","0","0","0","0","0","0","1","0",,,"4","ND","POINT (-76.3247074 2.713628165)"
"288,695",,"1,983","12","18","05579","PUERTO BERRIO","ANTIOQUIA","MAGDALENA MEDIO","ASALTO","GRUPO PARAMILITAR","NO IDENTIFICADO","0","0","0","0","0","0","0","0","0",,,"4","ARMA DE FUEGO","POINT (-74.5287421 6.481922267)"
"288,696",,"1,984","0","0","68615","RIONEGRO","SANTANDER","MAGDALENA MEDIO","FALSO POSITIVO","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","0","0","0","0","0","0","0","0","0",,,"4","ND","POINT (-73.19702253 7.238462891)"
"288,697",,"1,984","1","4","05585","PUERTO NARE","ANTIOQUIA","MAGDALENA MEDIO","ASALTO","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"4","OBJETO CONTUNDENTE","POINT (-74.57168877 6.219481089)"
"288,698",,"1,984","1","12","68190","CIMITARRA","SANTANDER","MAGDALENA MEDIO","ASALTO","AGENTE DEL ESTADO - GRUPO PARAMILITAR","NO APLICA","0","0","0","0","1","0","0","0","1",,,"8","ARMA CORTO PUNZANTE - ARMA DE FUEGO","POINT (-74.39629747 6.482577836)"
"288,699","CR018847","1,984","1","12","68190","CIMITARRA","SANTANDER","MAGDALENA MEDIO","ASALTO","AGENTE DEL ESTADO - GRUPO PARAMILITAR","NO APLICA","0","0","0","0","1","0","0","0","1",,,"4","ND","POINT (-74.17030427 6.40972961)"
"288,700",,"1,984","1","15","05854","VALDIVIA","ANTIOQUIA","NORTE DE ANTIOQUIA","ASALTO","GRUPO PARAMILITAR","NO IDENTIFICADO","0","0","0","0","0","0","0","0","0",,,"4","ARMA DE FUEGO","POINT (-75.40094502 7.265404213)"
"288,701",,"1,984","1","22","15572","PUERTO BOYACA","BOYACA","MAGDALENA MEDIO","ASALTO","AGENTE DEL ESTADO - GRUPO PARAMILITAR","NO APLICA","0","1","0","0","0","0","0","0","1",,,"4","ARMA DE FUEGO","POINT (-74.33998965 5.836379075)"
"288,703",,"1,984","2","6","68190","CIMITARRA","SANTANDER","MAGDALENA MEDIO","DESCONOCIDA","GRUPO PARAMILITAR","MUERTE A SECUESTRADORES (MAS)","0","0","0","0","0","0","0","0","0",,,"4","ARMA CORTO PUNZANTE","POINT (-74.17030427 6.40972961)"
"288,704",,"1,984","2","7","05113","BURITICA","ANTIOQUIA","OCCIDENTE ANTIOQUEÑO","RETÉN","AGENTE DEL ESTADO","EJÉRCITO NACIONAL","0","0","0","0","0","0","0","0","0",,,"4","ARMA DE FUEGO","POINT (-75.91206595 6.80906489)"
"288,705",,"1,984","2","7","68190","CIMITARRA","SANTANDER","MAGDALENA MEDIO","RUTA","GUERRILLA","FARC","0","1","0","0","0","0","0","0","7",,,"11","ARMA CORTO PUNZANTE - ARMA DE FUEGO","POINT (-73.953011 6.320886)"
"288,706",,"1,984","2","14","68385","LANDAZURI","SANTANDER","MAGDALENA MEDIO","ASALTO","GRUPO PARAMILITAR","NO IDENTIFICADO","0","0","0","0","0","0","0","0","0",,,"5","ARMA DE FUEGO","POINT (-73.75237773 6.374564)"
"288,707",,"1,984","2","14","76275","FLORIDA","VALLE DEL CAUCA","SUR DEL VALLE","INCURSIÓN","GUERRILLA","FARC","0","0","0","0","0","0","0","0","0",,,"4","ND","POINT (-76.1517816 3.347429625)"
